3,200,-1,-1,8969.58,0,0,2,0,0,0,0,2076,2076,0,6893.58,0,6893.11964959497
4,0,-1,-1,8969.58,0,0,3,50,200,110,50,1957,1957,0,7012.58,0,7012.64954077656
5,0,-1,-1,8969.58,0,0,4,50,200,51,50,2300,2300,0,6669.58,0,6669.95548061785
6,0,-1,-1,8969.58,0,0,5,50,200,21,50,2137,2137,0,6832.58,0,6832.98437592349
7,0,-1,-1,8969.58,0,0,-1,50,200,90,100,2224,2224,0,6745.58,0,6745.32876617102
3,200,-1,-1,8969.58,0,0,2,0,0,0,0,2142,2142,0,6827.58,0,6827.09722936635
4,0,-1,-1,8969.58,0,0,3,50,200,110,50,1989,1989,0,6980.58,0,6980.24328419033
5,0,-1,-1,8969.58,0,0,4,50,200,51,50,2151,2151,0,6818.58,0,6818.45774913263
6,0,-1,-1,8969.58,0,0,5,50,200,107,50,2217,2217,0,6752.58,0,6752.49194549556
7,0,-1,-1,8969.58,0,0,6,50,200,21,50,2188,2188,0,6781.58,0,6781.96363038695
8,0,-1,-1,8969.58,0,0,7,50,200,9,50,2222,2222,0,6747.58,0,6748.01596517703
9,0,-1,-1,8969.58,0,0,8,50,200,33,50,2201,2201,0,6768.58,0,6768.42851409865
10,0,-1,-1,8969.58,0,0,-1,50,200,90,100,2210,2210,0,6759.58,0,6759.24745534993
3,400,-1,-1,8969.58,0,0,2,0,0,0,0,2109,2109,0,6860.58,0,6860.63762972811
4,0,-1,-1,8969.58,0,0,3,50,400,51,50,2236,2236,0,6733.58,0,6733.25287650233
5,0,-1,-1,8969.58,0,0,4,50,400,107,50,2223,2223,0,6746.58,0,6746.99110190554
6,0,-1,-1,8969.58,0,0,5,50,400,7,50,2282,2282,0,6687.58,0,6687.548999347
7,0,-1,-1,8969.58,0,0,6,50,400,90,100,2228,2228,0,6741.58,0,6741.29257502472
8,0,-1,-1,8969.58,0,0,7,50,400,21,50,2331,2331,0,6638.58,0,6638.89649005088
9,0,-1,-1,8969.58,0,0,8,50,400,33,50,2271,2271,0,6698.58,0,6699.03135949948
10,0,-1,-1,8969.58,0,0,-1,50,400,92,100,2150,2150,0,6819.58,0,6819.27941516881
3,100,-1,-1,8969.58,0,0,2,0,0,0,0,2116,2116,0,6853.58,0,6853.4188990932
4,0,-1,-1,8969.58,0,0,3,50,100,51,50,2311,2311,0,6658.58,0,6659.07581683739
5,0,-1,-1,8969.58,0,0,4,50,100,107,50,2255,2255,0,6714.58,0,6714.42318992256
6,0,-1,-1,8969.58,0,0,5,50,100,105,50,2357,2357,0,6612.58,0,6612.24610756989
7,0,-1,-1,8969.58,0,0,6,50,100,71,50,2295,2295,0,6674.58,0,6674.75994977727
8,0,-1,-1,8969.58,0,0,7,50,100,90,100,2384,2384,0,6585.58,0,6585.85288193969
9,0,-1,-1,8969.58,0,0,8,50,100,108,50,2378,2378,0,6591.58,0,6591.46513673154
10,0,-1,-1,8969.58,0,0,9,50,100,100,50,2283,2283,0,6686.58,0,6687.02757176885
11,0,-1,-1,8969.58,0,0,10,50,100,21,50,2099,2099,0,6870.58,0,6870.41156881185
12,0,-1,-1,8969.58,0,0,11,50,100,11,50,2183,2183,0,6786.58,0,6786.95525314488
13,0,-1,-1,8969.58,0,0,12,50,100,110,50,2133,2133,0,6836.58,0,6836.60959749187
14,0,-1,-1,8969.58,0,0,13,50,100,33,50,2074,2074,0,6895.58,0,6895.30086205299
15,0,-1,-1,8969.58,0,0,14,50,100,7,50,2096,2096,0,6873.58,0,6873.29267976739
16,0,-1,-1,8969.58,0,0,15,50,100,10,50,2132,2132,0,6837.58,0,6837.28858757759
17,0,-1,-1,8969.58,0,0,16,50,100,70,50,2088,2088,0,6881.58,0,6881.60040307419
18,0,-1,-1,8969.58,0,0,17,50,100,6,50,2051,2051,0,6918.58,0,6918.7779084829
19,0,-1,-1,8969.58,0,0,18,50,100,75,50,2023,2023,0,6946.58,0,6946.53745568466
20,0,-1,-1,8969.58,0,0,19,50,100,76,50,2037,2037,0,6932.58,0,6932.626112543
21,0,-1,-1,8969.58,0,0,20,50,100,89,100,2021,2021,0,6948.58,0,6948.18499500552
22,0,-1,-1,8969.58,0,0,21,50,400,93,400,3392,3392,0,5577.58,0,5577.51944182754
23,0,-1,-1,8969.58,0,0,22,50,400,12,100,2508,2508,0,6461.58,0,6461.62331358936
24,0,-1,-1,8969.58,0,0,23,50,400,116,100,2387,2387,0,6582.58,0,6582.3894073286
25,0,-1,-1,8969.58,0,0,24,50,400,26,100,2284,2284,0,6685.58,0,6685.83003668917
26,0,-1,-1,8969.58,0,0,25,50,400,106,100,2545,2545,0,6424.58,0,6424.55384171356
27,0,-1,-1,8969.58,0,0,26,50,400,98,50,2858,2858,0,6111.58,0,6111.85126836357
28,0,-1,-1,8969.58,0,0,27,50,400,99,50,2790,2790,0,6179.58,0,6179.25651072539
29,0,-1,-1,8969.58,0,0,28,50,400,50,50,2744,2744,0,6225.58,0,6226.06284963572
30,0,-1,-1,8969.58,0,0,29,50,400,45,100,2203,2203,0,6766.58,0,6766.72558132957
31,0,-1,-1,8969.58,0,0,-1,50,400,17,100,4468,4468,0,4501.58,0,4502.02110759734
3,200,-1,-1,8969.58,0,0,2,0,0,0,0,1946,1946,0,7023.58,0,7023.79665136916
4,0,-1,-1,8969.58,0,0,3,50,200,51,50,2516,2516,0,6453.58,0,6453.78408203674
5,0,-1,-1,8969.58,0,0,4,50,200,107,50,2198,2198,0,6771.58,0,6771.11613372715
6,0,-1,-1,8969.58,0,0,5,50,200,105,50,2460,2460,0,6509.58,0,6509.83914171116
7,0,-1,-1,8969.58,0,0,6,50,200,137,50,2460,2460,0,6509.58,0,6509.92351267077
8,0,-1,-1,8969.58,0,0,7,50,200,90,100,2352,2352,0,6617.58,0,6617.9599470174
9,0,-1,-1,8969.58,0,0,8,50,200,21,50,2402,2402,0,6567.58,0,6567.14269642062
10,0,-1,-1,8969.58,0,0,9,50,200,33,50,2300,2300,0,6669.58,0,6669.71976861304
11,0,-1,-1,8969.58,0,0,10,50,200,10,50,2252,2252,0,6717.58,0,6717.55075611167
12,0,-1,-1,8969.58,0,0,11,50,200,163,50,2249,2249,0,6720.58,0,6720.75696945221
13,0,-1,-1,8969.58,0,0,12,50,200,98,50,2423,2423,0,6546.58,0,6546.5466346287
14,0,-1,-1,8969.58,0,0,13,50,200,119,50,2187,2187,0,6782.58,0,6782.52830299801
15,0,-1,-1,8969.58,0,0,14,50,200,12,100,1503,1503,0,7466.58,0,7466.22683203813
16,0,-1,-1,8969.58,0,0,15,50,200,116,100,1953,1953,0,7016.58,0,7016.95904540425
17,0,-1,-1,8969.58,0,0,16,50,200,99,50,1525,1525,0,7444.58,0,7444.85575460916
18,0,-1,-1,8969.58,0,0,17,50,200,106,100,1774,1774,0,7195.58,0,7195.47668462814
19,0,-1,-1,8969.58,0,0,18,50,200,23,100,1817,1817,0,7152.58,0,7152.82773742586
20,0,-1,-1,8969.58,0,0,19,50,200,27,50,1785,1785,0,7184.58,0,7184.48155274006
21,0,-1,-1,8969.58,0,0,20,50,200,17,100,1362,1362,0,7607.58,0,7607.48248243145
22,0,-1,-1,8969.58,0,0,21,50,200,84,50,993,993,0,7976.58,0,7976.55510475101
23,0,-1,-1,8969.58,0,0,22,50,200,78,50,983,983,0,7986.58,0,7986.9344633963
24,0,-1,-1,8969.58,0,0,23,50,200,77,50,989,989,0,7980.58,0,7980.60414756649
25,0,-1,-1,8969.58,0,0,24,50,200,81,50,737,737,0,8232.58,0,8232.90293600746
